,Latitude,Longitude,Unit,Sub_Type,Gear,Result,Infraction,CFR,Vessel_Type,Main fishing gear,LOA,LBP,Tonnage GT,Other tonnage,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Year of construction,real_local,Local_Name,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII,XIV,number_infracs,Year,Month,Day,Period,NUTSII_Code
7869,37º3´11.81N,8º26´45.45W,Unit_11,Traps,Traps,LEGAL,,CFR_1501,MOX,GNS,10.4,,10.5,7.0,58.0,,1.0,1973.0,1973.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,19,1,PT15
7870,36º57´23.52N,7º51´19.12W,Unit_7,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_420,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,20,2,PT15
7871,36º39´24.22N,8º19´44.09W,Unit_9,Trawl,Trawl,PRESUM,XIII,NOCFR_378,,,,,,,,,,,,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017,7,24,4,PT15
7872,36º43´16.63N,8º34´37.39W,Unit_7,Trawl,Trawl,LEGAL,,CFR_1457,TTP,OTB,31.6,22.2,246.4,130.0,366.9,,2.0,2007.0,2007.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,24,3,PT15
7873,37º1´48.06N,8º4´39.90W,Unit_11,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_556,,,,,,,,,,,,PTQRT,Quarteira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,26,2,PT15
7874,38º11´34.14N,8º47´28.64W,Unit_15,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1470,MOX,GNS,8.4,8.0,0.8,9.0,80.0,,3.0,1999.0,1999.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,27,1,PT18
7875,37º2´45.04N,8º21´0.05W,Unit_7,Traps,Traps,LEGAL,,CFR_1514,FX,GNS,6.9,,8.4,2.0,30.8,,3.0,2003.0,2003.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,31,2,PT15
7876,41º6´12.74N,8º58´18.55W,Unit_14,Multipurpose,Trammel nets,LEGAL,,CFR_1462,MOX,GNS,20.6,16.0,94.2,57.0,248.9,,1.0,1999.0,2000.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,27,3,PT11
7877,41º54´5.45N,8º47´3.21W,Unit_4,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_464,,,,,,,,,,,,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,2,3,PT11
7878,38º25´38.10N,8º54´26.36W,Unit_3,Multipurpose,Towed Dredge,PRESUM,XIII,NOCFR_157,,,,,,,,,,,,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017,8,9,2,PT17
7879,36º50´26.56N,7º55´19.37W,Unit_11,Trawl,Trawl,LEGAL,,NOCFR_431,,,,,,,,,,,,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,5,3,PT15
7880,36º55´18.40N,8º3´7.77W,Unit_11,Trawl,Trawl,LEGAL,,NOCFR_378,,,,,,,,,,,,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,6,3,PT15
7881,36º57´54.28N,7º48´47.63W,Unit_7,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1510,MOX,GNS,6.9,,1.4,3.0,50.3,,3.0,2001.0,2001.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,3,2,PT15
7882,36º49´0.54N,8º46´15.95W,Unit_7,Trawl,Trawl,LEGAL,,NOCFR_304,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,6,2,PT15
7883,39º56´53.95N,9º3´21.60W,Unit_14,Multipurpose,Gillnetting,LEGAL,,CFR_1509,MOX,GNS,12.3,14.9,1.8,25.0,87.6,,2.0,1992.0,1991.0,PTPDV,Povoa de Varzim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,3,2,PT11
7884,39º51´39.61N,9º16´57.73W,Unit_9,Trawl,Trawl,LEGAL,,CFR_1485,TTW,OTB,29.9,24.9,265.5,170.0,584.1,,2.0,2003.0,2003.0,PTAVE,Aveiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,3,3,PT16
7885,39º56´42.07N,9º24´44.35W,Unit_9,Trawl,Trawl,LEGAL,,NOCFR_350,,,,,,,,,,,,PTAVE,Aveiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,4,2,PT16
7886,36º56´41.30N,8º42´43.77W,Unit_7,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_384,,,,,,,,,,,,PTFAO,Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,14,2,PT15
7887,39º35´29.28N,9º27´45.72W,Unit_12,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_497,,,,,,,,,,,,PTPDV,Povoa de Varzim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,27,3,PT11
7888,39º20´28.97N,9º24´16.67W,Unit_12,Traps,Traps bucket,LEGAL,,CFR_1506,MOX,FPO,6.8,,0.9,3.0,35.8,,1.0,1976.0,1976.0,PTPEN,Peniche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,28,2,PT16
7889,39º19´53.59N,9º22´30.42W,Unit_12,Traps,Traps bucket,LEGAL,,NOCFR_149,,,,,,,,,,,,PTPEN,Peniche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,29,2,PT16
7890,38º24´55.92N,9º9´4.68W,Unit_15,Traps,Traps,LEGAL,,CFR_1424,FX,GTR,6.2,,2.1,3.0,74.0,,3.0,2000.0,2000.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,6,2,PT17
7891,37º2´19.02N,8º49´10.59W,Unit_10,Multipurpose,Pound nets,LEGAL,,CFR_1246,FX,GNS,7.7,8.1,6.4,9.0,19.0,,3.0,1995.0,1995.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,20,2,PT15
7892,37º2´39.79N,8º47´9.93W,Unit_10,Multipurpose,Pound nets,LEGAL,,CFR_1523,MOX,GNS,11.0,,28.4,4.0,31.4,,1.0,1974.0,1975.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,7,20,2,PT15
7893,36º56´47.19N,7º44´54.42W,Unit_10,Multipurpose,Gillnetting,LEGAL,,CFR_1423,MOX,GNS,15.8,10.2,28.5,25.0,39.7,,1.0,1966.0,1931.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,2,2,PT15
7894,36º59´7.97N,7º37´46.98W,Unit_10,Multipurpose,Gillnetting,LEGAL,,CFR_166,MOX,GTR,11.5,,3.0,15.0,72.8,,1.0,1955.0,1955.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,2,2,PT15
7895,38º58´41.46N,9º40´51.25W,Unit_15,Trawl,Trawl,LEGAL,,CFR_1520,TTW,OTB,27.9,25.7,205.0,128.0,677.8,,2.0,1996.0,1995.0,PTAVE,Aveiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,11,2,PT16
7896,37º4´3.70N,8º36´4.88W,Unit_11,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_718,MOX,GNS,9.0,7.9,4.8,5.0,33.4,,2.0,1998.0,1998.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,8,3,PT15
7897,36º51´0.24N,8º1´38.71W,Unit_11,Trawl,Trawl,LEGAL,,CFR_1464,TTW,OTB,21.4,21.2,118.4,,421.2,300.0,3.0,2012.0,2012.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,19,3,PT15
7898,36º49´9.15N,8º7´23.29W,Unit_11,Trawl,Trawl,LEGAL,,NOCFR_43,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,19,3,PT15
7899,36º56´26.45N,8º13´49.19W,Unit_11,Traps,Pots,LEGAL,,NOCFR_433,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,28,2,PT15
7900,37º3´27.04N,7º33´25.85W,Unit_11,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_413,MOX,GNS,14.7,,26.7,14.0,86.2,,1.0,1980.0,1980.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,30,4,PT15
7901,37º3´1.22N,8º31´3.61W,Unit_11,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_57,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,2,3,PT15
7902,36º51´6.98N,8º44´58.46W,Unit_11,Trawl,Trawl,LEGAL,,CFR_1457,TTP,OTB,29.4,20.9,227.8,130.0,372.0,,2.0,2001.0,2002.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,2,3,PT15
7903,37º0´6.39N,8º34´33.43W,Unit_11,Trawl,Trawl,LEGAL,,NOCFR_400,,,,,,,,,,,,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,4,3,PT15
7904,37º5´41.71N,8º34´0.31W,Unit_11,Traps,Traps,LEGAL,,CFR_1051,MOX,LLS,12.3,,33.1,4.0,7.7,,1.0,1964.0,1965.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,11,3,PT15
7905,37º5´8.29N,8º33´40.07W,Unit_11,Seine net,Gillnetting,LEGAL,,NOCFR_446,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,12,2,PT15
7906,37º5´4.71N,8º31´5.46W,Unit_11,Traps,Traps,LEGAL,,NOCFR_345,,,,,,,,,,,,PTVDC,Viana do Castelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,12,2,PT11
7907,37º4´36.70N,8º32´46.93W,Unit_11,Traps,Traps,LEGAL,,NOCFR_244,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,13,4,PT15
7908,37º5´23.07N,8º34´7.89W,Unit_11,Traps,Traps,LEGAL,,CFR_1051,MOX,LLS,11.9,,29.8,4.0,88.1,,1.0,1964.0,1964.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,11,3,PT15
7909,37º0´39.78N,7º38´27.12W,Unit_18,Traps,Traps,LEGAL,,CFR_1440,DB,GTR,10.4,7.7,16.8,7.0,67.5,,3.0,2007.0,2007.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,25,2,PT15
7910,37º6´0.15N,8º32´26.77W,Unit_18,Multipurpose,Lift nets,LEGAL,,CFR_1538,MOX,FPO,9.3,,22.0,,68.8,,3.0,2016.0,2016.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,29,1,PT15
7911,37º2´10.75N,8º29´30.62W,Unit_18,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_148,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,29,2,PT15
7912,37º3´0.34N,8º6´38.71W,Unit_18,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1482,MOX,GNS,8.6,,15.9,3.0,11.1,20.0,3.0,2005.0,2005.0,PTABF,Albufeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,6,2,PT15
7913,41º0´50.13N,8º46´46.93W,Unit_3,Multipurpose,Gillnetting,LEGAL,,CFR_1512,MOX,GNS,11.8,11.8,2.6,23.0,163.7,,1.0,1991.0,1991.0,PTPDV,Povoa de Varzim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,8,22,2,PT11
7914,36º59´25.27N,7º50´12.90W,Unit_18,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_555,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,14,2,PT15
7915,37º5´21.46N,8º31´49.99W,Unit_12,Seine net,Purse seine,LEGAL,,NOCFR_446,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,5,30,2,PT15
7916,39º34´29.08N,9º32´29.43W,Unit_15,Longline,Longline,LEGAL,,CFR_1487,MOX,GNS,14.6,,5.5,28.0,129.6,,1.0,1962.0,1962.0,PTNZR,Nazare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,18,2,PT16
7917,36º55´43.62N,7º52´19.84W,Unit_18,Traps,Traps,LEGAL,,CFR_1539,MOX,FPO,9.5,4.8,22.8,3.0,4.6,,3.0,2005.0,2005.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,18,2,PT15
7918,36º57´59.68N,8º40´53.09W,Unit_10,Multipurpose,Gillnetting,LEGAL,,NOCFR_57,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,16,2,PT15
7919,36º57´56.79N,8º24´33.68W,Unit_10,Multipurpose,Gillnetting,LEGAL,,NOCFR_384,,,,,,,,,,,,PTFAO,Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,18,2,PT15
7920,38º12´27.40N,9º0´44.79W,Unit_16,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1444,MOX,GNS,19.5,17.0,38.4,35.0,173.4,,1.0,1982.0,1982.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,12,3,PT11
7921,37º47´41.83N,8º56´30.72W,Unit_13,Trawl,Trawl,LEGAL,,NOCFR_36,,,,,,,,,,,,PTLEI,Leixoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,22,3,PT11
7922,41º55´19.18N,8º47´8.46W,Unit_4,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_464,,,,,,,,,,,,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,25,4,PT11
7923,38º28´18.24N,9º15´57.86W,Unit_7,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1421,MOX,GNS,19.8,16.7,87.5,57.0,236.9,,1.0,1997.0,1997.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,19,3,PT11
7924,38º21´51.28N,8º48´50.37W,Unit_7,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_133,,,,,,,,,,,,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,21,2,PT17
7925,38º25´25.28N,8º55´44.30W,Unit_7,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1473,MOX,GTR,8.5,,1.1,,73.9,,3.0,2010.0,2010.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,22,2,PT18
7926,38º21´24.10N,8º54´55.04W,Unit_7,Longline,Longline,LEGAL,,NOCFR_346,,,,,,,,,,,,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,22,2,PT17
7927,38º25´18.54N,9º7´21.07W,Unit_7,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1121,FX,GTR,6.3,,9.6,2.0,40.3,,1.0,1999.0,1999.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,23,2,PT17
7928,38º22´58.47N,9º6´28.20W,Unit_7,Longline,Longline,LEGAL,,NOCFR_410,,,,,,,,,,,,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,27,3,PT15
7929,37º6´58.18N,7º31´29.74W,Unit_11,Traps,Traps,LEGAL,,CFR_1540,FX,FPO,12.0,10.0,31.6,9.0,92.7,,3.0,2006.0,2006.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,25,2,PT15
7930,37º1´26.43N,7º44´58.89W,Unit_11,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_420,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,26,2,PT15
7931,37º2´23.47N,8º22´10.42W,Unit_10,Multipurpose,Gillnetting,LEGAL,,CFR_1469,MOX,GNS,6.2,,1.9,,130.0,,3.0,2004.0,2004.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,27,2,PT15
7932,37º1´59.97N,8º28´38.93W,Unit_10,Multipurpose,Gillnetting,LEGAL,,CFR_1484,MOX,FPO,5.5,,16.0,,122.1,40.0,3.0,2015.0,2015.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,28,2,PT15
7933,38º24´23.25N,9º9´44.62W,Unit_7,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_189,,,,,,,,,,,,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,29,2,PT17
7934,38º35´58.04N,9º26´0.57W,Unit_7,Seine net,Danish seines,LEGAL,,CFR_1461,SP,PS,27.6,22.4,90.8,69.0,280.0,,1.0,2003.0,2003.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,29,2,PT15
7935,38º25´49.47N,9º4´48.45W,Unit_12,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_430,,,,,,,,,,,,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,4,2,PT17
7936,38º25´8.40N,9º5´12.71W,Unit_12,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_547,,,,,,,,,,,,PTQRT,Quarteira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,4,2,PT15
7937,38º24´56.85N,9º10´22.58W,Unit_12,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_1438,FX,GNS,7.6,,5.0,4.0,97.9,,1.0,1991.0,1991.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,5,3,PT17
7938,36º57´22.24N,7º52´12.47W,Unit_18,Line fishing vessel,Lines,LEGAL,,NOCFR_147,,,,,,,,,,,,PTFAO,Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,5,2,PT15
7939,37º4´6.05N,8º28´50.31W,Unit_5,Gillnet/trammel net,Traps,LEGAL,,NOCFR_119,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,11,2,PT15
7940,37º26´40.78N,8º56´21.17W,Unit_16,Trawl,Trawl,LEGAL,,NOCFR_36,,,,,,,,,,,,PTLEI,Leixoes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,14,3,PT11
7941,36º59´2.33N,7º47´32.69W,Unit_18,Traps,Traps,LEGAL,,CFR_1541,MOX,GNS,8.4,,15.7,2.0,71.8,,3.0,1999.0,1999.0,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,17,2,PT15
7942,36º48´1.40N,8º45´26.01W,Unit_16,Trawl,Trawl,LEGAL,,CFR_1456,TTW,OTB,25.6,19.1,180.5,132.0,315.9,,2.0,1990.0,1990.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,21,3,PT15
7943,38º23´22.38N,8º57´1.18W,Unit_15,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1477,MOX,GNS,8.9,,4.8,5.0,6.5,,1.0,1953.0,1953.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,23,2,PT17
7944,36º58´52.94N,7º35´16.45W,Unit_5,Trawl,Trawl,LEGAL,,NOCFR_106,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,29,2,PT15
7945,37º3´20.29N,8º32´22.01W,Unit_18,Traps,Traps,LEGAL,,CFR_1501,MOX,GNS,9.4,,1.8,7.0,101.5,,1.0,1971.0,1971.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,30,1,PT15
7946,37º6´27.80N,8º35´7.98W,Unit_18,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_1516,MOX,GNS,5.7,,2.2,2.0,51.9,,3.0,1996.0,1996.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,30,2,PT15
7947,37º4´9.09N,8º30´48.46W,Unit_18,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_545,,,,,,,,,,,,PTABF,Albufeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,31,2,PT15
7948,37º3´35.79N,8º18´6.03W,Unit_18,Traps,Traps,LEGAL,,NOCFR_312,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,31,2,PT15
7949,38º23´47.36N,9º5´20.65W,Unit_11,Traps,Traps,LEGAL,,NOCFR_245,,,,,,,,,,,,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,1,3,PT17
7950,40º12´3.90N,8º59´20.07W,Unit_14,Multipurpose,Trammel nets,LEGAL,,CFR_815,MOX,GNS,20.2,15.4,67.9,58.0,264.3,,1.0,1992.0,1991.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,10,31,3,PT11
7951,38º15´38.93N,8º51´15.70W,Unit_11,Seine net,Gillnetting,LEGAL,,CFR_1461,SP,PS,25.5,21.7,72.0,69.0,241.1,,1.0,1997.0,1997.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,2,2,PT15
7952,37º5´6.00N,8º28´27.64W,Unit_3,Multipurpose,Traps,LEGAL,,CFR_1051,MOX,LLS,9.1,,5.4,4.0,68.9,,1.0,1957.0,1957.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,3,2,PT15
7953,37º2´19.59N,8º23´48.37W,Unit_3,Multipurpose,Gillnetting,LEGAL,,NOCFR_57,,,,,,,,,,,,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,3,2,PT15
7954,37º4´26.80N,8º28´0.90W,Unit_5,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_109,MOX,GNS,6.5,,2.2,3.0,98.6,40.0,3.0,2000.0,1999.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,6,2,PT15
7955,37º5´26.79N,8º28´53.83W,Unit_5,Traps,Traps,LEGAL,,CFR_1432,MOX,GNS,6.7,,5.4,3.0,32.7,,1.0,1966.0,1966.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,6,2,PT15
7956,36º56´42.80N,7º39´59.20W,Unit_3,Trawl,Trawl,LEGAL,,NOCFR_378,,,,,,,,,,,,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,5,3,PT15
7957,38º26´45.30N,9º24´54.33W,Unit_11,Gillnet/trammel net,Trammel nets,PRESUM,XIV,CFR_1421,MOX,GNS,18.5,16.0,76.2,57.0,189.5,,1.0,1993.0,1993.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,11,6,3,PT11
7958,36º58´57.80N,7º48´43.29W,Unit_18,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_319,,,,,,,,,,,,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,2,2,PT15
7959,37º2´45.23N,8º20´27.09W,Unit_5,Traps,Traps,LEGAL,,CFR_1488,MOX,GTR,7.2,,20.8,7.0,117.0,,1.0,1974.0,1974.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,8,2,PT15
7960,36º59´9.13N,7º51´8.74W,Unit_5,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_420,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,9,2,PT15
7961,36º58´56.34N,7º47´52.00W,Unit_5,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_123,,,,,,,,,,,,PTFAO,Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,9,2,PT15
7962,37º4´22.29N,8º30´35.82W,Unit_18,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_718,MOX,GNS,7.7,9.9,6.5,5.0,50.5,,2.0,1995.0,1995.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,10,2,PT15
7963,36º57´21.11N,7º50´37.85W,Unit_12,Traps,Pound nets,LEGAL,,CFR_1539,MOX,FPO,6.4,4.5,3.6,3.0,70.2,,3.0,1997.0,1997.0,PTFUZ,Fuzeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,21,2,PT15
7964,36º57´29.19N,7º54´5.50W,Unit_12,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_101,,,,,,,,,,,,PTOLH,Olhao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,21,2,PT15
7965,38º10´44.49N,9º7´11.91W,Unit_11,Multipurpose,Traps,LEGAL,,NOCFR_410,,,,,,,,,,,,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,10,2,PT15
7966,38º25´5.17N,9º9´52.27W,Unit_11,Traps,Traps,LEGAL,,CFR_1424,FX,GTR,4.4,,14.0,3.0,69.1,,3.0,1996.0,1995.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,10,2,PT17
7967,38º11´42.89N,9º1´22.92W,Unit_11,Multipurpose,Trammel nets,LEGAL,,CFR_1444,MOX,GNS,18.6,14.5,30.8,35.0,203.2,,1.0,1980.0,1980.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,12,1,PT11
7968,41º54´56.19N,8º47´34.53W,Unit_4,Other,Gear nei,LEGAL,,CFR_1498,MOX,GTR,3.5,,17.6,2.0,8.0,10.0,2.0,1999.0,1998.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,17,1,PT11
7969,41º56´7.83N,8º45´7.22W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_188,,,,,,,,,,,,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11,18,1,PT11
