,Latitude,Longitude,Unit,Sub_Type,Gear,Result,Infraction,CFR,Vessel_Type,Main fishing gear,LOA,LBP,Tonnage GT,Other tonnage,Power of main engine,Power of auxiliary engine,Hull material,Date of entry into service,Year of construction,real_local,Local_Name,I,II,III,IV,V,VI,VII,VIII,IX,X,XI,XII,XIII,XIV,number_infracs,Year,Month,Day,Period,NUTSII_Code
0,36º55´9.14N,7º24´1.64W,Unit_1,Trawl,Trawl,LEGAL,,NOCFR_352,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,9,3,
1,39º22´8.90N,9º33´35.13W,Unit_2,Traps,Traps,LEGAL,,CFR_1,FX,GNS,8.4,6.8,16.9,15.0,23.9,,3.0,1995.0,1994.0,PTPEN,Peniche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,5,2,PT16
2,37º4´27.48N,7º33´57.72W,Unit_3,Multipurpose,Gillnetting,PRESUM,I,CFR_2,MOX,GTR,13.3,11.5,20.4,17.0,115.7,,1.0,2000.0,1999.0,PTFAO,Faro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,1,6,4,PT15
3,41º53´52.50N,8º49´1.31W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_3,MOX,GTR,7.6,,21.1,,62.8,,3.0,2014.0,2014.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,1,PT11
4,41º53´44.43N,8º48´53.75W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_4,MOX,GTR,5.2,,3.2,2.0,4.5,,2.0,2002.0,2001.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,1,PT11
5,41º55´6.72N,8º46´25.59W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_5,FX,GTR,7.1,,17.9,1.0,55.9,10.0,2.0,1997.0,1997.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,1,PT11
6,41º54´21.99N,8º47´44.72W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_6,MOX,GTR,6.0,,9.7,,34.0,,3.0,2009.0,2006.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,5,3,PT11
7,41º54´36.75N,8º48´12.90W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_7,FX,GTR,5.6,,4.6,1.0,23.9,10.0,2.0,1995.0,1994.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,5,3,PT11
8,41º54´25.27N,8º47´30.70W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_8,FX,GTR,2.7,,17.8,1.0,30.0,,3.0,1989.0,1988.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,5,3,PT11
9,41º54´16.95N,8º48´35.70W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_9,MOX,GTR,5.4,,2.2,2.0,6.8,,3.0,1998.0,1998.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,1,PT11
10,37º59´41.25N,8º57´2.08W,Unit_5,Gillnet/trammel net,Trammel nets,PRESUM,XIV,NOCFR_536,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,5,2,
11,37º3´34.61N,8º7´5.67W,Unit_6,Gillnet/trammel net,All,LEGAL,,CFR_10,MOX,GNS,7.5,,6.9,3.0,47.4,30.0,3.0,2001.0,2001.0,PTQRT,Quarteira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,2,2,PT15
12,37º3´12.89N,8º8´9.87W,Unit_6,Gillnet/trammel net,All,LEGAL,,CFR_11,MOX,GNS,6.1,,5.5,3.0,24.9,,3.0,1996.0,1996.0,PTQRT,Quarteira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,2,3,PT15
13,37º3´47.21N,8º7´32.07W,Unit_6,Gillnet/trammel net,All,PRESUM,XII,CFR_12,MOX,GNS,8.0,,9.2,3.0,45.0,,1.0,1979.0,1979.0,PTABF,Albufeira,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,1,3,2,PT15
14,37º3´47.87N,8º6´4.87W,Unit_6,Gillnet/trammel net,All,PRESUM,XII,CFR_13,MOX,GTR,5.8,,8.3,2.0,12.4,40.0,3.0,1993.0,1993.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,1,3,2,PT15
15,37º5´33.17N,8º30´21.68W,Unit_6,Traps,All,LEGAL,,CFR_14,MOX,GNS,8.6,,16.7,3.0,78.8,30.0,3.0,2003.0,2003.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,4,3,PT15
16,37º6´36.61N,8º31´8.82W,Unit_6,Traps,All,LEGAL,,CFR_15,MOX,GNS,8.3,,13.6,3.0,101.7,40.0,3.0,2006.0,2006.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,4,3,PT15
17,36º55´56.54N,8º35´19.47W,Unit_6,Trawl,Trawl,LEGAL,,CFR_16,TTW,OTB,28.3,27.4,254.2,159.0,591.6,,2.0,2001.0,2001.0,PTAVE,Aveiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,5,2,PT16
18,38º40´33.13N,9º29´39.05W,Unit_7,Longline,Longline,PRESUM,XIV,CFR_17,LL,FPO,17.4,15.5,90.3,52.0,160.8,,3.0,1998.0,1998.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,6,3,PT11
19,38º24´28.44N,9º2´28.01W,Unit_7,Traps,Traps,LEGAL,,CFR_18,MOX,GNS,12.1,,23.7,7.0,111.0,,1.0,1978.0,1978.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,3,PT17
20,38º25´28.06N,8º53´1.82W,Unit_7,Traps,Traps,LEGAL,,CFR_19,MOX,GNS,6.3,8.1,5.5,,25.7,,3.0,2006.0,2006.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,3,PT17
21,38º23´2.65N,8º50´2.31W,Unit_7,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_20,MOX,GTR,6.7,8.6,10.1,,13.3,,1.0,2007.0,2006.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,3,PT17
22,38º16´37.20N,8º47´54.80W,Unit_7,Towed Dredge,Towed Dredge,LEGAL,,CFR_21,DB,DRB,13.6,9.4,34.5,10.0,141.1,,1.0,2006.0,2006.0,PTNZR,Nazare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,3,PT16
23,38º27´21.67N,8º53´29.77W,Unit_7,Towed Dredge,Towed Dredge,LEGAL,,CFR_22,FX,LLS,14.1,,38.7,11.0,137.4,,1.0,1939.0,1939.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,9,4,PT17
24,38º27´13.53N,8º55´20.80W,Unit_7,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_23,FX,GNS,8.5,,1.7,,49.5,,1.0,1980.0,1979.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,10,1,PT17
25,38º19´16.34N,8º46´47.57W,Unit_7,Gillnet/trammel net,Trammel nets,PRESUM,IX,CFR_24,FX,GNS,8.3,6.9,6.5,12.0,17.8,,2.0,1995.0,1994.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2015,1,10,1,PT15
26,32º46´23.08N,16º26´6.84W,Unit_8,Longline,Longline,PRESUM,XIV,CFR_25,LL,LLD,15.3,12.5,34.9,,382.7,,1.0,2009.0,2008.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,8,2,PT30
27,32º51´56.05N,16º41´29.94W,Unit_8,Longline,Longline,PRESUM,XIV,CFR_26,LL,LLD,15.4,12.4,38.5,29.0,184.1,,1.0,2006.0,2005.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,8,2,PT30
28,33º0´9.50N,17º13´15.93W,Unit_8,Longline,Longline,PRESUM,II,CFR_27,LL,LLD,14.7,10.9,31.4,25.0,243.5,,1.0,2005.0,2002.0,PTFNC,"Funchal, Madeira",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,1,8,3,PT30
29,38º22´29.70N,28º45´18.02W,Unit_9,Longline,Longline,PRESUM,XII,CFR_28,LL,LLS,16.0,,52.7,35.0,235.8,,3.0,1997.0,1997.0,PTHOR,Horta,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,1,6,2,PT20
30,38º10´23.25N,29º0´35.36W,Unit_9,Line fishing vessel,Handline,LEGAL,,CFR_29,MOX,LHP,8.4,8.5,1.6,10.0,59.4,,2.0,2003.0,2002.0,PTHOR,Horta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,6,4,PT20
31,38º11´12.09N,29º1´1.12W,Unit_9,Line fishing vessel,Handline,PRESUM,XIV,CFR_30,MOX,LHP,9.1,7.0,5.5,,134.7,,3.0,2007.0,2007.0,PTHOR,Horta,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,6,4,PT20
32,37º2´58.03N,8º5´9.91W,Unit_10,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_31,MOX,GTR,7.5,,5.9,3.0,35.0,,1.0,1978.0,1978.0,PTFAO,Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,8,2,PT15
33,36º59´35.82N,8º10´44.59W,Unit_3,Multipurpose,Gillnetting,LEGAL,,CFR_32,FX,LLS,5.9,,21.8,4.0,15.2,,1.0,1976.0,1976.0,PTFAO,Faro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,7,1,PT15
34,38º27´6.61N,9º14´14.73W,Unit_5,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_33,MOX,GNS,5.2,,11.8,2.0,,,3.0,1996.0,1996.0,PTSET,Setubal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,2,2,PT17
35,38º35´47.10N,9º16´50.86W,Unit_5,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_34,MOX,GNS,13.0,,23.4,11.0,40.5,,1.0,1980.0,1980.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,2,2,PT17
36,37º5´56.57N,8º35´0.37W,Unit_10,Traps,Pots,LEGAL,,CFR_35,MOX,GNS,7.7,,14.4,,92.9,,3.0,2009.0,2009.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,13,2,PT15
37,38º25´31.86N,8º50´54.58W,Unit_7,Towed Dredge,Towed Dredge,LEGAL,,NOCFR_406,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,12,2,
38,38º24´38.03N,8º50´27.14W,Unit_7,Towed Dredge,Towed Dredge,LEGAL,,CFR_36,DB,DRB,10.3,,0.4,11.0,108.9,,1.0,2002.0,2002.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,12,2,PT18
39,38º24´3.69N,8º51´28.85W,Unit_7,Traps,Traps,LEGAL,,CFR_37,MOX,GTR,11.4,,26.4,,25.0,,3.0,2017.0,2017.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,12,2,PT18
40,37º47´50.96N,25º54´43.44W,Unit_9,Longline,Longline,PRESUM,XIII XIV,CFR_38,MOX,LHP,8.5,11.9,16.3,,124.7,,2.0,2002.0,2001.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2015,1,8,4,PT20
41,37º53´1.57N,25º56´31.63W,Unit_9,Longline,Longline,PRESUM,XIII XIV,CFR_39,MOX,LLS,9.3,12.0,16.3,,4.4,,1.0,2001.0,1999.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2015,1,8,4,PT20
42,38º20´8.31N,27º54´35.35W,Unit_9,Line fishing vessel,Handline,LEGAL,,CFR_40,MOX,LHP,5.5,7.0,18.8,,15.6,,2.0,2005.0,2005.0,PTLDP,Lajes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,9,2,PT20
43,38º25´11.73N,27º58´18.02W,Unit_9,Line fishing vessel,Handline,PRESUM,XIV,CFR_41,MOX,LHP,4.9,,7.5,,6.8,,3.0,2006.0,2006.0,PTLDP,Lajes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,9,4,PT20
44,37º2´5.09N,8º37´8.16W,Unit_10,Traps,Pots,LEGAL,,CFR_42,MOX,GTR,11.7,10.3,4.8,19.0,87.6,,1.0,1994.0,1994.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,12,1,PT15
45,37º1´48.39N,8º33´40.34W,Unit_10,Traps,Pots,LEGAL,,CFR_43,MOX,GNS,12.2,,10.1,11.0,69.8,,1.0,1957.0,1957.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,12,1,PT15
46,37º5´17.10N,8º38´49.90W,Unit_10,Traps,Pots,LEGAL,,CFR_44,MOX,GNS,6.3,,7.8,4.0,34.3,,1.0,1987.0,1987.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,13,2,PT15
47,38º34´52.86N,9º20´59.99W,Unit_11,Multipurpose,Trammel nets,LEGAL,,CFR_45,MOX,GNS,16.0,,36.1,16.0,75.8,,1.0,1983.0,1984.0,PTLIS,Lisboa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,13,2,PT17
48,36º58´57.75N,8º21´2.89W,Unit_10,Trawl,Trawl,PRESUM,II XIV,NOCFR_287,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2015,1,14,2,
49,37º3´59.80N,8º7´13.08W,Unit_6,Line fishing vessel,All,LEGAL,,CFR_46,FX,GNS,2.9,,28.9,2.0,83.7,0.0,3.0,1987.0,1986.0,PTQRT,Quarteira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,12,4,PT15
50,37º2´38.53N,8º6´35.60W,Unit_6,Line fishing vessel,All,LEGAL,,CFR_47,MOX,LHP,4.2,,15.3,2.0,35.3,,3.0,1995.0,1995.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,13,1,PT17
51,36º56´4.74N,7º51´47.95W,Unit_6,Traps,All,PRESUM,XIV,CFR_48,MOX,GNS,11.3,10.9,14.4,10.0,25.9,,2.0,1997.0,1997.0,PTVRE,Vila Real de Santo Antonio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,15,2,PT15
52,41º54´36.58N,8º44´31.57W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_49,FX,GTR,2.4,,27.1,2.0,33.5,,2.0,1995.0,1995.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,15,4,PT11
53,41º55´35.40N,8º45´23.77W,Unit_4,Other,Gear nei,LEGAL,,CFR_50,MOX,GTR,8.8,4.9,26.5,,56.4,,2.0,2011.0,2012.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,15,4,PT11
54,41º55´38.75N,8º46´13.52W,Unit_4,Other,Gear nei,LEGAL,,CFR_51,MOX,GTR,2.6,,19.7,,76.1,,3.0,2003.0,2003.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,15,4,PT11
55,36º59´2.79N,8º45´46.94W,Unit_1,Gillnet/trammel net,Gillnetting,LEGAL,,CFR_52,MOX,GNS,11.3,8.0,6.1,18.0,50.4,,1.0,1988.0,1988.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,12,3,PT15
56,38º15´25.46N,8º56´7.04W,Unit_1,Traps,Pots,LEGAL,,CFR_53,MOX,GNS,7.8,11.2,8.2,10.0,59.1,,3.0,1998.0,1998.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,13,2,PT17
57,36º13´21.47N,9º0´35.61W,Unit_1,Traps,Pots,LEGAL,,CFR_54,MOX,GNS,12.1,14.9,3.4,21.0,62.2,,1.0,1986.0,1985.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,13,3,PT15
58,38º16´43.38N,8º53´7.45W,Unit_1,Traps,Pots,LEGAL,,CFR_55,MOX,FPO,11.9,9.7,8.9,10.0,39.0,,1.0,1943.0,1943.0,PTSSB,Sesimbra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,13,3,PT17
59,38º18´4.58N,8º51´5.24W,Unit_12,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_56,MOX,GNS,17.2,12.4,35.3,30.0,150.9,,1.0,2002.0,2002.0,PTPEN,Peniche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,22,3,PT16
60,38º26´3.39N,8º59´42.46W,Unit_12,Seine net,Gillnetting,PRESUM,XII,CFR_57,SP,PS,17.8,17.8,17.9,35.0,258.2,,1.0,1959.0,1959.0,PTVIC,Vila do Conde,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2015,1,22,3,PT11
61,41º54´33.27N,8º47´23.24W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_379,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,19,2,
62,41º53´57.91N,8º47´50.31W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_502,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,19,2,
63,41º54´50.58N,8º47´42.35W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_58,MOX,GTR,8.0,,22.6,2.0,21.3,,2.0,2006.0,2006.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,19,2,PT11
64,41º54´4.31N,8º47´12.11W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_388,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,19,2,
65,41º52´34.04N,8º50´49.19W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_321,,,,,,,,,,,,VI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,20,4,
66,41º52´57.22N,8º51´26.72W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_394,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,20,4,
67,41º53´10.39N,8º50´29.58W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_559,,,,,,,,,,,,VI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,20,4,
68,41º52´26.75N,8º49´59.54W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_376,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,
69,41º52´26.65N,8º50´51.95W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_89,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,
70,41º50´47.62N,8º50´52.20W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_563,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,
71,41º52´23.66N,8º50´36.49W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_153,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,
72,41º52´33.31N,8º50´42.23W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_322,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,
73,41º52´52.82N,8º50´27.31W,Unit_4,Other,Gear nei,LEGAL,,CFR_59,MOX,GNS,5.0,,0.3,,66.9,,3.0,2006.0,2006.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,PT11
74,41º52´38.80N,8º50´36.90W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_216,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,
75,41º53´47.45N,8º50´26.79W,Unit_4,Other,Gear nei,LEGAL,,NOCFR_232,,,,,,,,,,,,VI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,
76,41º53´0.10N,8º48´5.44W,Unit_4,Other,Gear nei,LEGAL,,CFR_60,MOX,LLS,3.5,6.8,14.4,1.0,,,3.0,2000.0,1999.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,PT11
77,41º54´43.26N,8º48´18.35W,Unit_4,Other,Gear nei,LEGAL,,CFR_61,MOX,GTR,3.9,,14.2,2.0,11.6,0.0,2.0,1997.0,1996.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,21,1,PT11
78,41º54´20.97N,8º47´45.34W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_62,MOX,GTR,5.6,,1.3,,22.3,,2.0,1996.0,1996.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,22,3,PT11
79,41º54´7.62N,8º49´6.27W,Unit_4,Gillnet/trammel net,Trammel nets,LEGAL,,CFR_63,MOX,GTR,6.2,,5.0,1.0,22.1,,3.0,1999.0,1998.0,PTCAM,Caminha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,22,3,PT11
80,37º50´52.81N,25º31´29.99W,Unit_9,Line fishing vessel,Handline,PRESUM,XIII XIV,CFR_64,MOX,FPO,10.0,,8.0,,44.9,,1.0,1996.0,1996.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2015,1,19,3,PT20
81,37º50´40.17N,25º36´0.55W,Unit_9,Line fishing vessel,Handline,PRESUM,XIII XIV,CFR_65,FX,FPO,5.7,10.1,24.9,,39.9,,1.0,1966.0,1966.0,PTPDL,Ponta Delgada,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2015,1,19,3,PT20
82,37º4´44.65N,8º33´37.58W,Unit_3,Multipurpose,Trammel nets,LEGAL,,CFR_66,MOX,GTR,8.3,,11.6,8.0,61.6,,1.0,1978.0,1978.0,PTFDF,Figueira da Foz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,20,2,PT16
83,37º3´35.77N,8º46´4.72W,Unit_3,Multipurpose,Purse seine,LEGAL,,CFR_67,MOX,PS,11.2,11.0,19.2,11.0,5.7,,3.0,2009.0,2008.0,PTLOS,Lagos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,22,4,PT15
84,36º59´55.05N,8º43´22.03W,Unit_3,Multipurpose,Longline,LEGAL,,CFR_68,MOX,FPO,10.6,,16.2,6.0,8.9,,1.0,1982.0,1982.0,PTSIE,Sines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,1,PT18
85,38º46´30.88N,28º22´42.10W,Unit_9,Line fishing vessel,Handline,LEGAL,,CFR_69,LL,FPO,7.5,,19.3,1.0,70.2,,3.0,2002.0,2002.0,VE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,22,3,
86,38º46´17.21N,28º23´47.53W,Unit_9,Line fishing vessel,Handline,PRESUM,XIV,CFR_70,MOX,LHP,5.0,6.5,22.6,,73.7,,3.0,2004.0,2004.0,PTLDP,Lajes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,22,3,PT20
87,36º58´56.08N,7º51´5.38W,Unit_10,Towed Dredge,Towed Dredge,PRESUM,II XIV,CFR_71,FX,DRB,7.2,9.3,23.5,11.0,112.7,,1.0,1954.0,1954.0,PTFUZ,Fuzeta,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2015,1,22,2,PT15
88,36º58´57.06N,8º7´28.99W,Unit_10,Gillnet/trammel net,Gillnetting,LEGAL,,NOCFR_253,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,2,
89,37º2´13.61N,8º17´19.91W,Unit_10,Traps,Traps,LEGAL,,CFR_72,MOX,GNS,12.6,10.5,19.9,15.0,3.8,,3.0,2005.0,2005.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,2,PT15
90,38º19´19.57N,8º47´13.53W,Unit_13,Multipurpose,Trammel nets,LEGAL,,CFR_24,FX,GNS,9.3,6.2,2.4,12.0,23.9,,2.0,1997.0,1996.0,PTTVR,Tavira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,3,PT15
91,37º2´41.19N,9º2´11.29W,Unit_13,Multipurpose,Gillnetting,PRESUM,III XIII XIV,CFR_73,MOX,GNS,15.6,13.6,16.0,27.0,160.7,,1.0,1988.0,1987.0,PTSAG,Sagres,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2015,1,24,2,PT15
92,37º11´4.40N,8º56´25.80W,Unit_13,Gillnet/trammel net,Trammel nets,LEGAL,,NOCFR_87,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,24,3,
93,37º6´37.40N,8º31´27.48W,Unit_6,Traps,All,LEGAL,,CFR_74,FX,FPO,10.3,,37.3,3.0,23.0,20.0,3.0,2005.0,2005.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,2,PT15
94,37º6´28.36N,8º33´58.83W,Unit_6,Traps,All,LEGAL,,CFR_75,MOX,GNS,5.9,8.0,6.5,3.0,15.9,,2.0,1998.0,1998.0,PTPRM,Portimao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,23,2,PT15
95,32º30´15.96N,16º31´2.78W,Unit_14,Multipurpose,Gear nei,PRESUM,XIV,CFR_76,LL,LLD,12.4,10.9,26.3,,226.9,,1.0,2013.0,2012.0,PTFNC,"Funchal, Madeira",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,23,3,PT30
96,39º0´28.80N,27º58´9.12W,Unit_9,Line fishing vessel,Handline,PRESUM,XIV,CFR_77,LL,LHP,8.2,,16.2,9.0,80.0,,1.0,1985.0,1985.0,PTSCG,Santa Cruz da Graciosa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2015,1,22,4,PT20
97,38º58´23.37N,28º2´53.90W,Unit_9,Multipurpose,Handline,PRESUM,XIII,CFR_78,MOX,FPO,10.8,7.4,18.4,,141.6,,3.0,2010.0,2010.0,PTSCG,Santa Cruz da Graciosa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2015,1,23,2,PT20
